정 하고싶으면 각오 단단히 하고 결정해라는 말도 들었고, 아니면 애를 적어도 2키로 까지만이라도 살을 찌워 수술을 해야한다고 하셨음...	O O O O O O O O O O O SS_WEIGHT-B O O O O O O
예전엔 48킬로 만들자고 엄청 강조하셨는데ㅎㅎ	O SS_WEIGHT-B O O O
목표는 65kg인걸 확인하고 좌절했다.	O SS_WEIGHT-B O O
저희 린이는 13키로여서 넉넉하게 편하게 사용하고 싶어	O SS_NAME-B SS_WEIGHT-B O O O O
그래도 계속 노력하고 재활운동하고 하니 이제 90kg까지 ㅠ ㅠ	O O O O O O SS_WEIGHT-B O O
<공복몸무게 : 49.3kg>	O O SS_WEIGHT-B
전일보다 줄어서 49kg 해도 이 몸무게라니	O O SS_WEIGHT-B O O O
47kg도 살찐거라고 덴.다.	SS_WEIGHT-B O O
공복 몸무게가 51kg나왔다.	O O SS_WEIGHT-B
목표는 45kg (-6kg)	O SS_WEIGHT-B O
워너비 몸무게는 40kg	O O SS_WEIGHT-B
몸무게는 여전히 44kg대다.	O O SS_WEIGHT-B
덴.다 13일찬데 아직도 45kg대라니....	O O O SS_WEIGHT-B
43kg을 바랬는데 어떻게 이럴수가 엄청나게 슬프다	SS_WEIGHT-B O O O O O
최근 몸무게는 45kg였다.	O O SS_WEIGHT-B
내일은 70kg진입을 기대해봐야겠군.	O SS_WEIGHT-B O
최종 몸무게 68.9kg	O O SS_WEIGHT-B
4일차가 되서 간신히 68kg진입!	O O O SS_WEIGHT-B
오늘 70kg될 줄 알았는데 깜빡하고	O SS_WEIGHT-B O O O
제일 날씬하고 여리여리할때에 53kg였는데..	O O O SS_WEIGHT-B
300일 몸무게 : 66.4 kg	O O O SS_WEIGHT-B SS_WEIGHT-I
30일째 몸무게 : 88kg	O O O SS_WEIGHT-B
원하는 몸무게는 72kg 인데 달성할 수 있을런지..	O O SS_WEIGHT-B O O O O
정말 처음에 사용할때 보다 지금 9키로나 나가는 우리딸 아기띠하고도	O O O O O SS_WEIGHT-B O O O
환자의 몸무게는 54.7kg입니다	O O SS_WEIGHT-B
수술 후 몸무게 51.10kg	O O O SS_WEIGHT-B
3.3kg -> 3.9Kg	SS_WEIGHT-B O SS_WEIGHT-B
수술 전 몸무게는 67.6kg 였고 수술 후 몸무게는 66.3kg입니다.	O O O SS_WEIGHT-B O O O O SS_WEIGHT-B
얇지만 넉넉한 사이즈라 12.5kg인 린이한테	O O O SS_WEIGHT-B O
3.19 몸무게 108 kg	O O SS_WEIGHT-B SS_WEIGHT-I
4.15 대회 당일 몸무게는 82.2 kg였다.	O O O O SS_WEIGHT-B SS_WEIGHT-I
3월 28일 몸무게는 93.4 kg 역시 굶는게 최고다.	O O O SS_WEIGHT-B SS_WEIGHT-I O O O
전날에 장 청소 약 먹고 재니 다행히 97kg 다이어트에 몸무게 숫자는 안 중요하다고 알고 있어도	O O O O O O O SS_WEIGHT-B O O O O O O O
정체기가 왔는지 87 이하로 절대 안내려간다.	O O SS_WEIGHT-B O O O
저울에 올라가자 마자 85kg대 나오길래 좋아했더니	O O O SS_WEIGHT-B O O
3번이나 다시 재도 87kg군.	O O O SS_WEIGHT-B
그래서 요요가 오더라도 일단 정상은 아니더라도 80 kg까지는 빼보려고 합니다.	O O O O O O SS_WEIGHT-B SS_WEIGHT-I O O
11개월 우리아기 발달은 결과는........ 키 74.4 몸무게 10kg	SS_AGE-B O O O O SS_LENGTH-B O SS_WEIGHT-B
체중이 84.05kg가 나왔다.	O SS_WEIGHT-B O
체중 감량 목표는 80kg이다.	O O O SS_WEIGHT-B
여전히 85kg 늪에서 헤어나오질 못하는 있는 중 T-T	O SS_WEIGHT-B O O O O O O
체중감량이 안되니 예민해졌다..	O O O
지금 92.40kg이고 목표는 10kg는 더 빼야한다.	O SS_WEIGHT-B O O O O
80KG가 되고 싶다	SS_WEIGHT-B O O
드디어 여기까지 내려왔다!	O O O
82.30kg	SS_WEIGHT-B
며칠째 84kg에서 내려갈 생각을 안한다.	O SS_WEIGHT-B O O O
피해자의 체중은 63.8kg인데 그럼 어떻게 범행을 저지른건지..	O O SS_WEIGHT-B O O O O
꺅! 간만에 49로 진입했당ㅎㅎ	O O SS_WEIGHT-B O
12개월 우리아가 무게는 10.3kg	SS_AGE-B O O SS_WEIGHT-B
임수향 출생 : 1990년 4월 19일 신체: 169cm , 48kg	SS_NAME-B O O ID_INUM-B ID_INUM-I ID_INUM-I O SS_LENGTH-B O SS_WEIGHT-B
10.5kg의 코코를 매고 한참을 다니니 코코애비가 좀 힘에 부친지 쉬어가자고 해서 냉큼 앉았다.	SS_WEIGHT-B SS_NAME-B O O O SS_NAME-B O O O O O O O
12키로 육박하는 아기였는데	SS_WEIGHT-B O O
가해자가 83kg, 피해자가 53 kg 체격차이가 많이 나나요?	O SS_WEIGHT-B O SS_WEIGHT-B SS_WEIGHT-I O O O
원하는 몸무게가 45kg라는 거죠?	O O SS_WEIGHT-B O
근데 체즁이 37.8?	O O SS_WEIGHT-B
예전에는 소식해서 몸무게가 52KG 이었는데	O O O SS_WEIGHT-B O
지금은 56키로이니 안정권일 것 같아요.	O SS_WEIGHT-B O O O
산양분유 먹고 큰 16개월아기 몸무게 11키로 훌쩍 넘고 잘 크고 있답니다~	O O O SS_AGE-B O SS_WEIGHT-B O O O O O
몸무게는 결국 86kg대로 진입은 못하고 88에서 멈췄다.	O O O O O SS_WEIGHT-B O
그래도 90kg가 아닌게 천만다행	O SS_WEIGHT-B O O
체중 : 44.75kg (-3.65kg 달성)	O O SS_WEIGHT-B O O
체중 : 86kg (-6.4kg)	O O SS_WEIGHT-B O
골격근 : 20 kg	O O SS_WEIGHT-B SS_WEIGHT-I
체지방 : 8.7 kg	O O SS_WEIGHT-B SS_WEIGHT-I
체지방량이 16.65kg면 생각보다 높네요.	O SS_WEIGHT-B O O
오잉? 120kg로 내려갈줄 알았는데	O SS_WEIGHT-B O O
옷 무게 빼면 7.4kg 될듯합니다.	O O O SS_WEIGHT-B O
오늘의 몸무게는 옷을 입고 7.7kg이 나왔네요.	O O O O SS_WEIGHT-B O
골격근이 26kg면 높은편이네요	O SS_WEIGHT-B O
몸무게 5.9키로그램	O SS_WEIGHT-B
생후130일 몸무게 7.2키로	SS_AGE-B O SS_WEIGHT-B
체지방이 14.15kg이니까 3kg만 뺍시다.	O SS_WEIGHT-B O O
골격근이 20kg이니 근육량만 늘려보죠.	O SS_WEIGHT-B O O
52kg로 시작한 나의 몸무게는 입덧 일주일만에 49kg가 되었다.	SS_WEIGHT-B O O O O O SS_WEIGHT-B O
지방이 15KG이니 조금만 줄여보도록 하죠.	O SS_WEIGHT-B O O O
4.5키로가 넘는 아이인데 2년간 말라서 3.6키로가 되었다.	SS_WEIGHT-B O O O O SS_WEIGHT-B O
단지는 21개월이고 몸무게는 10킬로라서 M사이즈를 주문했어요~	SS_NAME-B SS_AGE-B O SS_WEIGHT-B O O
M사이즈는 8~13kg이 권장 몸무게이니까 참고하세요!	O O O O O
꿀단지가 입은 모습 보여드릴게요!	O O O O
1살 10kg!	SS_AGE-B SS_WEIGHT-B
클린한 식단을 하고 있음에도 63키로그람이 되게 했지만	O O O O SS_WEIGHT-B O O
다이어트한약 받고 나는 47을 달성해서 유지....하는게..목표입니다만.ㅋㅋㅋ	O O O SS_WEIGHT-B O O
체지방 빨리 9kg으로 달성하고싶어요..ㅠ.ㅠ	O O SS_WEIGHT-B O
이래뵈도 7.6키로의 체구를 자랑하는 가카..	O SS_WEIGHT-B O O O
154 / 88 인데	SS_LENGTH-B O SS_WEIGHT-B O
전 현역때보다 늘어서 현재 87kg 더 찜..	O O O O SS_WEIGHT-B O O
몸무게 90 kg (89.9가 보건소 측정, 오차 고려)	O SS_WEIGHT-B SS_WEIGHT-I SS_WEIGHT-B O O O O
골격근 42 kg (인바디 오차 고려 이 범위 추정)	O SS_WEIGHT-B SS_WEIGHT-I O O O O O O
키 181.1 cm (병원, 보건소 측정 기준)	O SS_LENGTH-B SS_LENGTH-I O O O O
김진수 (178 / 60)	SS_NAME-B SS_LENGTH-B O SS_WEIGHT-B
183/ 82	SS_LENGTH-B SS_WEIGHT-B
175/ 68 인데	SS_LENGTH-B SS_WEIGHT-B O
신병 갔다 왔는데 바지가 작아졌어욬ㅋㅋㅋ 178/ 60이였는데 지금 64키로인데 드블코 넘 꽉끼고 ㅜ..이제 사이즈 한 29로 가야할까요?...	O O O O O SS_LENGTH-B SS_WEIGHT-B O SS_WEIGHT-B O O O O O O O O
전역하면 다시 살 빠질지..ㅋㅋ 슬랙스도 다 작아졌곸ㅋ…	O O O O O O O
사이즈 안맞아서 버리나요?ㅋㅋ	O O O
56키로였는데 지금 군대온지 3달됬는데 65키로 됨;;	SS_WEIGHT-B O O O SS_WEIGHT-B O
177/ 65 키로 됬네욬ㅋㅋ	SS_LENGTH-B SS_WEIGHT-B O O
178 /60인데 크겠죠?..	SS_LENGTH-B SS_WEIGHT-B O
중량 45키로 하는데 178/ 55인데 많이 드는건가요?.ㅈ.	O O O SS_LENGTH-B SS_WEIGHT-B O O
몸무게 79에 무게 60입니다	O SS_WEIGHT-B O O
한 165 /45?	O SS_LENGTH-B SS_WEIGHT-B
임호우 키 179 골격근량 33.6 입니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	SS_NAME-B O SS_LENGTH-B O SS_WEIGHT-B O O
몸무게는 묻지마세요	O O
돼지니깐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 깐족깐족	O O
작년만해도 68KG 언저리였는데 갑자기 최고몸무게 72찍어버림…	O SS_WEIGHT-B O O O SS_WEIGHT-B
최고 84 제일 많이뺏을때 70 현재 73	O SS_WEIGHT-B O O SS_WEIGHT-B O SS_WEIGHT-B
현재 체중 : 4.5	O O O SS_WEIGHT-B
한 몇일전에 여친집에서 쟀는데 56키로 나와서 당황했거든요...	O O O O SS_WEIGHT-B O O
불과 몇달전까지만해도 57~58이였는데 근 60가까이도 됬구요...	O O O O SS_WEIGHT-B O
마른편이긴한데..	O
요새 먹는것도 엄청먹고 하는데...56키로나와서 여친집 무게재는게 고장났다고하고 지금 밥먹고 쟀는데...	O O O SS_WEIGHT-B O O O O O O
178/ 56인데 그럼.......그렇다고 제가 느껴지는게 아 갈수록 살 빠지는구나...라는 느낌이 드는것도 아니고 먹을때도 좀 먹는데..많이 먹으면 먹었지 부족하게는 안먹거든요...	SS_LENGTH-B SS_WEIGHT-B O O O O O O O O O O O O O O O O O
178cm / 58kg 정도라 보통 바지S 아님	SS_LENGTH-B O SS_WEIGHT-B O O O O
44 입는데	O O
66.2kg 인생 최대 몸무게..	SS_WEIGHT-B O O O
3.91kg, 남, 지훈이	SS_WEIGHT-B O SS_NAME-B
59kg 된 기념으로 삼겹살&막걸리	SS_WEIGHT-B O O O
고기 먹었으니 낼되면 61 되어있으려나~~	O O O SS_WEIGHT-B O
현재 53kg 💧	O SS_WEIGHT-B O
▶공복몸무게 55.3 였는데!!!!!!	O SS_WEIGHT-B O
52.8kg	SS_WEIGHT-B
60키로 탈출성공..	SS_WEIGHT-B O
머야 105키로됨	O SS_WEIGHT-B
6월 22일 82.4kg	O O SS_WEIGHT-B
오늘의 체중: 113.7kg	O O SS_WEIGHT-B
잘 먹어 58된 기념으로 뭔가 먹고픈데 뭐먹지	O O SS_WEIGHT-B O O O O
나 55.8kg 야~~~!!	O SS_WEIGHT-B O
얘 158에 45래..	O SS_LENGTH-B SS_WEIGHT-B
다이어트는 130키로부터 생각하자	O SS_WEIGHT-B O
나 70키로되면 저얼굴될거같음..	O SS_WEIGHT-B O
현재 체중 104.0kg	O O SS_WEIGHT-B
나는 70키로 나왓엇어	O SS_WEIGHT-B O
지금은 52키로고 목표가 46키로임	O SS_WEIGHT-B O O
아나 ㅋㅋ	O O
볼살어케빼지 60키로인데 볼살은 안빠짐	O SS_WEIGHT-B O O
이번년도 최저 몸무게는 55키로다	O O O SS_WEIGHT-B
헐 내일 50키로 찍겟는데	O O SS_WEIGHT-B O
아뇨 저 145에 89키로임	O O SS_LENGTH-B SS_WEIGHT-B
대미친 풍형 89키로야??.	O SS_NAME-B SS_WEIGHT-B
158cm 78Kg 평범한 여고생이에양	SS_LENGTH-B SS_WEIGHT-B O O
170에 50키로이신분 있나여	SS_LENGTH-B SS_WEIGHT-B O
171에 55 개말라남이 되고싶어	SS_LENGTH-B SS_WEIGHT-B O O
153cm 104kg인 사람의 체형입니다.	SS_LENGTH-B SS_WEIGHT-B O O
이번달안엔 칠십팔키로에 들어갈수 있겟지??	O SS_WEIGHT-B O O
여러분 그동안 49kg이라고 뻥쳐서 죄송여ㅋㅋ	O O SS_WEIGHT-B O O
옷 무게 빼니까 46kg네ㅎㅎ	O O O SS_WEIGHT-B
자전거로 75kg = 15:00 분 페이스 정도.	O SS_WEIGHT-B O O O O O
무게가 가벼워 지면, 70kg = 14:00 분 정도 가능하려나.	O O O SS_WEIGHT-B O O O O O
83에서 74.7로 내려온 몸무게의 비결은 여기에 있습니다.	SS_WEIGHT-B SS_WEIGHT-B O O O O O
체중 609kg으로 '세계에서 가장 무거운 10대'라는 타이틀을 가졌던 사우디아라비아 남성이 10여년 만에 500kg 넘게 체중을 감량했다.	O SS_WEIGHT-B O O O O O O O O O O O O O O
체중계에 68.15kg란 몸무게가 표시되자 우혜림은 손으로 입을 막으며 놀랐다.	O SS_WEIGHT-B O O SS_NAME-B O O O O
"임신 초에는 56kg이었다가 만삭 때는 75kg으로 증가했다""고 위로했다."	O O SS_WEIGHT-B O O SS_WEIGHT-B O O
"우혜림은 ""임신 초반 몸무게가 48kg이다.	SS_NAME-B O O O SS_WEIGHT-B
정확히 20kg이 늘었다""며 경악했다."	O O O O
최근 몸무게 35.7kg을 인증했던 신지수는 건강하고 밝은 근황을 공개, 팬들을 안심시켰다.	O O SS_WEIGHT-B O SS_NAME-B O O O O O O
손보승의 현재 몸무게는 145kg이다.	SS_NAME-B O O SS_WEIGHT-B
지금 체중이 145kg인데 이렇게 더 찌면 큰일 날 것 같다는 생각에 다이어트 전문 기업의 도움을 받아 체중 감량을 하기로 결심했다.	O O SS_WEIGHT-B O O O O O O O O O O O O O O O O O
영상 속 체중계의 숫자는 41.8kg을 가리킨다.	O O O O SS_WEIGHT-B O
"황정음은 ""음 70kg이야""라고 답했다."	SS_NAME-B O SS_WEIGHT-B O
KCM, 인생 최고 몸무게 102.1kg	SS_NAME-B O O O SS_WEIGHT-B
특히 정주리는 넷째 출산 8주를 앞두고 몸무게가 80kg까지 늘었다고 전했으며	O SS_NAME-B O O O O O SS_WEIGHT-B O O
이아현, 51세에도 48.5kg 몸무게 인증 '관리의 신'	SS_NAME-B SS_AGE-B SS_WEIGHT-B O O O O
체중계에 올라갔는데 58kg이 나와서 고장 난 줄 알았다.	O O SS_WEIGHT-B O O O O O
모델 시절에는 키가 188cm인데 68kg를 유지했었다.	O O O SS_LENGTH-B SS_WEIGHT-B O
꺄. 이게 웬일이래요.	O O O
54킬로라니.	SS_WEIGHT-B
꿈에 그리던 몸무게.	O O O
숫자가 주는 힘. 54kg.	O O O SS_WEIGHT-B
앞서 장영란은 지난달 16일 몸무게 58kg을 인증	O SS_NAME-B O O O SS_WEIGHT-B O
임신 당시 몸무게 107kg, 막달엔 잠 못 잤다.	O O O SS_WEIGHT-B O O O O
전현무 씨의 키는 173cm에 몸무게는 68kg 다.	SS_NAME-B O O SS_LENGTH-B O SS_WEIGHT-B O
아직 55.7kg이라서	O SS_WEIGHT-B
다이어트를 시작한 희설기는 현재 몸무게가 106kg이라면서 최근 식단과 과거 사진을 보여줬다.	O O SS_NAME-B O O SS_WEIGHT-B O O O O O
몸무게가 50.3kg임을 밝혀 화제를 모았다.	O SS_WEIGHT-B O O O
팬인 아미들과 소통하던 중 진의 몸무게가 61kg이라고 밝힌 바 있다.	O O O O SS_NAME-B O SS_WEIGHT-B O O O
4년을 촬영하니까 연기가 늘었다.	O O O O
80kg에서 108kg까지 쪘다.	SS_WEIGHT-B SS_WEIGHT-B O
RM이 현재 체중 76kg라고 밝히며 다른 멤버 진의 몸매를 부러워했다.	SS_NAME-B O O SS_WEIGHT-B O O O SS_NAME-B O O
현재 자신의 체중이 63kg이라며	O O O SS_WEIGHT-B
살을 엄청 뺐다.	O O O
작품 역할 때문에 51kg까지 뺐다.	O O O SS_WEIGHT-B O
51kg이면 거의 여자 몸무게인데	SS_WEIGHT-B O O O
배우 최무성이 인생 최고 몸무게 97kg를 찍었고, 다이어트를 공개 선언했다.	O SS_NAME-B O O O SS_WEIGHT-B O O O O
예전에는 체중이 59kg이 나갈 정도로 엄청 말랐었는데	O O SS_WEIGHT-B O O O O
지민은 41kg의 몸무게를 보여주듯 살이 하나도 붙지 않은 마른 얼굴을 보였다.	SS_NAME-B SS_WEIGHT-B O O O O O O O O O
공개된 사진 속 김보미 몸무게는 43.6kg.	O O O SS_NAME-B O SS_WEIGHT-B
키 163cm에 몸무게 65kg인 '통통녀'가 알려주는 뱃살 싹 가리며	O SS_LENGTH-B O SS_WEIGHT-B O O O O O
(2021년 기준) 초등학교 6학년 천하장사를 꿈꾸는 정선우라고 한다.	O O O O O O SS_NAME-B O
몸무게는 120kg, 키는 183cm다.	O SS_WEIGHT-B O SS_LENGTH-B
이날 방송에서 공개되는 신지수의 몸무게는 37kg이다.	O O O SS_NAME-B O SS_WEIGHT-B
공개된 사진에는 '58.2kg’이 찍혀있는 체중계가 담겼다.	O O SS_WEIGHT-B O O O
한달반 전에 72kg이었던 저도 곧 57 갑니다.	O O SS_WEIGHT-B O O SS_WEIGHT-B O
현재 몸무게 62kg을 인증하기도 해 눈길을 끌었다.	O O SS_WEIGHT-B O O O O
현역 때 몸무게 78kg 지금도 유지	O O O SS_WEIGHT-B O O
165cm인데 몸무게 30kg 정미 씨	SS_LENGTH-B O SS_WEIGHT-B SS_NAME-B O
여기서 42kg의 몸무게를 기록하는 한편	O SS_WEIGHT-B O O O
루푸스병 투병으로 인해 몸무게가 96kg까지 늘어났지만	O O O O SS_WEIGHT-B O
이후 44kg를 감량해 화제를 모았다.	O SS_WEIGHT-B O O O
체중계는 55.8kg을 기록했고, 그는 20대 때부터 프로필상 몸무게를 유지하고 있음	O SS_WEIGHT-B O O O O O O O O
임신 중 106kg의 몸무게를 자랑했던 황신영은 출산 후 홀쭉해진 배를 자랑해 눈길을 끈다.	O O SS_WEIGHT-B O O SS_NAME-B O O O O O O O
87.5kg이었던 몸무게, 2주간 매일 달렸더니	SS_WEIGHT-B O O O O
오늘 아침에 드디어 몸무게가 50kg 밑으로 내려갔다.	O O O O O O O
근데 49.9kg이다.	O SS_WEIGHT-B
나랑 처음 만났을 때가 78kg이었는데!	O O O O SS_WEIGHT-B
정준하는 “74kg”라고 정정했다.	SS_NAME-B SS_WEIGHT-B O
신체: 183cm	O SS_LENGTH-B
ㅇ와,,, 키가 183이네욤 근데 얼굴크기 때문인지	O O SS_LENGTH-B O O O
사이즈를 문의해주시는 분이 많았는데, 저와 비슷한 170에 마르신분들이라면 M사이즈가 딱인 듯!	O O O O O O SS_LENGTH-B O O O O
E 735 출생했고, 생일은 8월 30일! 키는 176이라는 평균 키를 가지고 있는 그냥 왕자라는 거 제외하고는 별거 없는 캐릭터인가요?	O O O O SS_BIRTH-B SS_BIRTH-I O SS_LENGTH-B O O O O O O O O O O O
제가 166cm인데,	O SS_LENGTH-B
제 키가 170cm이 되는데, 레깅스 기장이 너무 짧지 않아서 복숭아뼈까지 닿는 것도 마음에 들더라고요.	O O SS_LENGTH-B O O O O O O O O O O O
키 120 둘째는 발 안닿아서..^^: 대략 남감..ㅋㅋㅋ 낮을줄 알고 암것도 안가져갔는데	O SS_LENGTH-B O O O O O O O O O
킴 카다시안 프로필 출생: 1980년 10월 21일, 미국 신체: 159cm	SS_NAME-B SS_NAME-I O O ID_INUM-B ID_INUM-I ID_INUM-I O O SS_LENGTH-B
키 196에 신체도 좋아서 다 특급인데	O SS_LENGTH-B O O O O
키 181 기준으로요	O SS_LENGTH-B O
전 179거든여	O SS_LENGTH-B
키는 179 거인 >_<	O SS_LENGTH-B O O
오늘 에맥신어서 183 >_<	O O SS_LENGTH-B O
키 179에오	O SS_LENGTH-B
제가 임호지만 키가 179인데	O SS_NAME-B O SS_LENGTH-B
키 179 신발은 디매에서 불호 판정 받은	O SS_LENGTH-B O O O O O
190 cm	SS_LENGTH-B SS_LENGTH-I
105 사이즈 176/ 73	O O SS_LENGTH-B SS_WEIGHT-B
키는 165고 기장 괜찮은걸로 ! 엄청 비싸진 않고 질 괜찮으면 좋갰어 bb	O SS_LENGTH-B O O O O O O O O O O
177/ 59	SS_LENGTH-B SS_WEIGHT-B
스펙은 173/ 63 이고 그나마 팔뚝쪽이 눈바디로 보이는정도고 당연 복근은 없읍니다 헤헤	O SS_LENGTH-B SS_WEIGHT-B O O O O O O O O O
촨나 키 180설	SS_NAME-B O SS_LENGTH-B
작가님들이 안계셔서 160이 된 저에용🌱	O O SS_LENGTH-B O O
키가 한 180되보이는건 기분탓이겠지...	O O SS_LENGTH-B O
안녕하세요	O
저는 180 입니다	O SS_LENGTH-B O
제 키는 170cm 입니다^^	O O SS_LENGTH-B O
키 180이라 해도 아무도 안 믿어주는 이유는?	O SS_LENGTH-B O O O O O
158 쭈구리 화장품산거 품에 꼭쥐고	SS_LENGTH-B O O O O
내 키 180	O O SS_LENGTH-B
와타시 171인데,, 네덜란드에선 꼬꼬마	O SS_LENGTH-B O O
168언니가 찍어준 155 날씨가 다했던 날	SS_LENGTH-B O SS_LENGTH-B O O O
그래서 내 키는 157.9냐 161이냐..	O O O SS_LENGTH-B SS_LENGTH-B
김준휘 (180cm)	SS_NAME-B SS_LENGTH-B
진심 168이 되니 좋다,, 슬랙스에 스니커즈만 신어도 예쁜분덜 그게 나야!	O SS_LENGTH-B O O O O O O O O
164cm?	SS_LENGTH-B
키가 193인데요	O SS_LENGTH-B
키가 188이라내요	O SS_LENGTH-B
156되니까 157됐으면좋겠당.	SS_LENGTH-B O
1.키는 163	O SS_LENGTH-B
전 경기 예선 탈락에 빛나는 키 181의 개커나인	O O O O O O SS_LENGTH-B O
?키도 172신가요	O SS_LENGTH-B
190에게 목받침은 없는겨	SS_LENGTH-B O O
난 160cm은 넘지ㅎㅅㅎ	O SS_LENGTH-B O
193센치	SS_LENGTH-B
녜?????? 173cm 돼요	O SS_LENGTH-B O
그럼 158이라 생각할게	O SS_LENGTH-B O
179면서 자꾸 작다	SS_LENGTH-B O O
193cm 발레 선생님.........	SS_LENGTH-B O O
고란 키가 193	SS_NAME-B O SS_LENGTH-B
이사람이 키가 193이거든요????	O O SS_LENGTH-B
악!!!!!!!!! 키 백구십삼	O O SS_LENGTH-B
